"id","mac_prefix","vendor_short_name","vendor_full_name"
23254,"2C:FB:0F","SagemcomBroa","Sagemcom Broadband SAS"
23255,"2C:FC:8B","OppoMobileTe","Guangdong Oppo Mobile Telecommunications Corp.,Ltd"
23256,"2C:FC:E4","CTEKSweden","CTEK Sweden AB"
23257,"2C:FD:37","BlueCalypso","Blue Calypso, Inc."
23258,"2C:FD:A1","ASUSTekCOMPU","ASUSTek COMPUTER INC."
23259,"2C:FD:AB","MotorolaMobi","Motorola (Wuhan) Mobility Technologies Communication Co., Ltd."
23260,"2C:FD:B3","TonlyTechnol","Tonly Technology Co. Ltd"
23261,"2C:FD:B4","JingxunSoftw","Shenzhen Jingxun Software Telecommunication Technology Co.,Ltd"
23262,"2C:FE:4F","XiaomiCommun","Xiaomi Communications Co Ltd"
23263,"2C:FE:8B","MicrochipTec","Microchip Technologies Inc"
23264,"2C:FE:E2","QingdaoHisen","Qingdao Hisense Communications Co.,Ltd."
23265,"2C:FF:65","OkiElectricI","Oki Electric Industry Co., Ltd."
23266,"2C:FF:EE","vivoMobileCo","vivo Mobile Communication Co., Ltd."
23267,"30:00:FC","Nokia","Nokia"
23268,"30:01:AF","Cisco","Cisco Systems, Inc"
23269,"30:03:C8","CloudNetwork","Cloud Network Technology Singapore Pte. Ltd."
23270,"30:04:5C","SuperElectro","Shenzhen SuperElectron Technology Co.,Ltd."
23271,"30:04:75","QbicCommunic","Qbic Communications Dmcc"
23272,"30:05:05","Intel","Intel Corporate"
23273,"30:05:3F","JTI","JTI Co.,Ltd."
23274,"30:05:5C","Brotherindus","Brother industries, LTD."
23275,"30:07:4D","SamsungElect","Samsung Electro-Mechanics(Thailand)"
23276,"30:07:5C","43403","43403"
23277,"30:07:A3","SkyworthDigi","Shenzhen Skyworth Digital Technology CO., Ltd"
23278,"30:08:4D","TrumpfHüttin","Trumpf Hüttinger"
23279,"30:09:16","Apple","Apple, Inc."
23280,"30:09:C0","MotorolaMobi","Motorola Mobility LLC, a Lenovo Company"
23281,"30:09:F9:00/28","HurrayCloudT","Hurray Cloud Technology Co., Ltd."
23282,"30:09:F9:10/28","SunvellElect","Shenzhen Sunvell Electronics Co., Ltd."
23283,"30:09:F9:20/28","NetswiftTech","Beijing Netswift Technology Co.,Ltd."
23284,"30:09:F9:30/28","OOOMicrolink","OOO ""Microlink-Svyaz"""
23285,"30:09:F9:40/28","PunktTronics","Punkt Tronics AG"
23286,"30:09:F9:50/28","VelsitecClib","Velsitec-Clibase"
23287,"30:09:F9:60/28","MydreamplusI","Beijing Mydreamplus Information Technology Co., Ltd."
23288,"30:09:F9:70/28","Maytronics","Maytronics Ltd."
23289,"30:09:F9:80/28","essencesecur","essence security"
23290,"30:09:F9:90/28","Bonraybio","Bonraybio"
23291,"30:09:F9:A0/28","TencentCompu","Shenzhen Tencent Computer System Co., Ltd."
23292,"30:09:F9:B0/28","SichuanNebul","Sichuan Nebula Networks Co.,LTD."
23293,"30:09:F9:C0/28","Honeywell","Honeywell"
23294,"30:09:F9:D0/28","Technologyfo","Technology for Humankind"
23295,"30:09:F9:E0/28","ZhongLiHengF","ZhongLi HengFeng (Shenzhen) Technology co.,Ltd."
23296,"30:0A:60:00/28","KAZUtechnica","KAZUtechnica Co.,Ltd."
23297,"30:0A:60:10/28","RuitengZhong","Beijing Ruiteng Zhongtian TECH Ltd.,Co"
23298,"30:0A:60:20/28","AdvancedElec","Advanced Electronic Designs, Inc."
23299,"30:0A:60:30/28","IntergarddoB","Intergard do Brasil Ind e Com de Eletr e Mec Ltda"
23300,"30:0A:60:40/28","AvicJonhonOp","Avic Jonhon Optronic Technology Co., Ltd."
23301,"30:0A:60:50/28","A9","A9"
23302,"30:0A:60:60/28","Realtimebiom","Realtime biometrics India pvt ltd"
23303,"30:0A:60:70/28","Newtons4th","Newtons4th Ltd"
23304,"30:0A:60:80/28","BronkhorstHi","Bronkhorst High-Tech BV"
23305,"30:0A:60:90/28","WINTEKSystem","WINTEK System Co., Ltd"
23306,"30:0A:60:A0/28","Ampetronic","Ampetronic Ltd"
23307,"30:0A:60:B0/28","Giax","Giax GmbH"
23308,"30:0A:60:C0/28","ThermoProces","Thermo Process Instruments, LP"
23309,"30:0A:60:D0/28","SixthEnergyT","Sixth Energy Technologies Private Limited"
23310,"30:0A:60:E0/28","Imageosro","Imageo s.r.o."
23311,"30:0A:9D","AxinoSolutio","Axino Solutions AG"
23312,"30:0A:C5","Ruiotelecomm","Ruio telecommunication technologies Co., Limited"
23313,"30:0B:9C","DeltaMobile","Delta Mobile Systems, Inc."
23314,"30:0C:23","zte","zte corporation"
23315,"30:0D:2A","ZhejiangWell","Zhejiang Wellcom Technology Co.,Ltd."
23316,"30:0D:43","MicrosoftMob","Microsoft Mobile Oy"
23317,"30:0D:9E","RuijieNetwor","Ruijie Networks Co.,LTD"
23318,"30:0E:43","Apple","Apple, Inc."
23319,"30:0E:B8","LGElectronic","LG Electronics"
23320,"30:0E:D5","HonHaiPrecis","Hon Hai Precision Ind. Co.,Ltd."
23321,"30:0E:E3","Aquantia","Aquantia Corporation"
23322,"30:10:B3","LiteonTechno","Liteon Technology Corporation"
23323,"30:10:E4","Apple","Apple, Inc."
23324,"30:13:89","SiemensAutom","Siemens AG, Automations & Drives,"
23325,"30:13:8B","HP","HP Inc."
23326,"30:14:2D","Piciorgros","Piciorgros GmbH"
23327,"30:14:4A","WNC","WNC Corporation"
23328,"30:15:18","UbiquitousCo","Ubiquitous Communication Co. ltd."
23329,"30:15:77","ZyxelCommuni","Zyxel Communications Corporation"
23330,"30:16:8D","ProLon","ProLon"
23331,"30:16:9D","MercusysTech","Mercusys Technologies Co., Ltd."
23332,"30:17:C8","Sony","Sony Corporation"
23333,"30:18:CF","DEOScontrol","DEOS control systems GmbH"
23334,"30:19:66","SamsungElect","Samsung Electronics Co.,Ltd"
23335,"30:19:84","HuaweiTechno","Huawei Technologies Co.,Ltd"
23336,"30:1A:28","MakoNetworks","Mako Networks Ltd"
23337,"30:1A:30","MakoNetworks","Mako Networks Ltd"
23338,"30:1A:BA","OppoMobileTe","Guangdong Oppo Mobile Telecommunications Corp.,Ltd"
23339,"30:1B:97","LierdaScienc","Lierda Science & Technology Group Co.,Ltd"
23340,"30:1C:22","HewlettPacka","Hewlett Packard Enterprise"
23341,"30:1D:49","FirmusTechno","Firmus Technologies Pty Ltd"
23342,"30:1F:48","zte","zte corporation"
23343,"30:1F:9A:00/28","IlsanElectro","Ilsan Electronics"
23344,"30:1F:9A:10/28","Dewesoftdoo","Dewesoft d.o.o."
23345,"30:1F:9A:20/28","CHISONMedica","CHISON Medical Technologies Co., Ltd."
23346,"30:1F:9A:30/28","Micomsoft","Micomsoft Co.,Ltd."
23347,"30:1F:9A:40/28","NCMSupplies","NCM Supplies, Inc."
23348,"30:1F:9A:50/28","SurestarTech","Beijing Surestar Technology Co. Ltd,"
23349,"30:1F:9A:60/28","YiShengtechn","YiSheng technology co.,LTD"
23350,"30:1F:9A:70/28","Triax","Triax A/S"
23351,"30:1F:9A:80/28","FineTriumphT","Fine Triumph Technology Corp.,Ltd."
23352,"30:1F:9A:90/28","DeepSentinel","Deep Sentinel"
23353,"30:1F:9A:A0/28","HunanChangsh","Hunan Changsha Hengjian Technoldgy Develpment Co.,Ltd."
23354,"30:1F:9A:B0/28","SmartCompone","Smart Component Technologies LTD"
23355,"30:1F:9A:C0/28","OrigamiGroup","Origami Group Limited"
23356,"30:1F:9A:D0/28","OLIMEX","OLIMEX Ltd"
23357,"30:1F:9A:E0/28","FengliyuanEn","Shenzhen Fengliyuan Energy Conservating Technology Co. Ltd"
23358,"30:21:5B","OstarDisplay","Shenzhen Ostar Display Electronic Co.,Ltd"
23359,"30:23:03","BelkinIntern","Belkin International Inc."
23360,"30:23:64","NokiaShangha","Nokia Shanghai Bell Co., Ltd."
23361,"30:23:BA","AcceleratedM","Accelerated Memory Production Inc."
23362,"30:23:CD","FujianStarNe","Fujian Star-Net Communication Co.,Ltd"
23363,"30:24:32","Intel","Intel Corporate"
23364,"30:24:50","HuachengNetw","Hangzhou Huacheng Network Technology Co.,Ltd"
23365,"30:24:78","SagemcomBroa","Sagemcom Broadband SAS"
23366,"30:24:A9","HP","HP Inc."
23367,"30:27:CF","CanopyGrowth","Canopy Growth Corp"
23368,"30:29:2B","eero","eero inc."
23369,"30:29:4B","HuaweiTechno","Huawei Technologies Co.,Ltd"
23370,"30:29:52","HillstoneNet","Hillstone Networks Inc"
23371,"30:29:BE","MRDcom","Shanghai MRDcom Co.,Ltd"
23372,"30:2B:DC","TopUnumElect","Top-Unum Electronics Co., LTD"
23373,"30:2D:E8","JDA","JDA, LLC (JDA Systems)"
23374,"30:2F:1E","Siemens","Siemens Ag"
23375,"30:2F:AC","ZhejiangHuaR","Zhejiang HuaRay Technology Co.,Ltd"
23376,"30:30:5F","ValeoSchalte","Valeo Schalter und Sensoren GmbH"
23377,"30:30:D0","TexasInstrum","Texas Instruments"
23378,"30:30:F9","Espressif","Espressif Inc."
23379,"30:31:7D","Hosiden","Hosiden Corporation"
23380,"30:31:80","SkyworthDigi","Shenzhen Skyworth Digital Technology CO., Ltd"
23381,"30:32:35","QingdaoIntel","Qingdao Intelligent&Precise Electronics Co.,Ltd."
23382,"30:32:94","WIENERPleinB","W-IE-NE-R Plein & Baus GmbH"
23383,"30:32:D4","Hanilstm","Hanilstm Co., Ltd."
23384,"30:33:35","Boosty","Boosty"
23385,"30:34:22","eero","eero inc."
23386,"30:34:D2","Availink","Availink, Inc."
23387,"30:34:DB","LGInnotek","LG Innotek"
23388,"30:34:F6","VantivaConne","Vantiva Connected Home - Subcomponents"
23389,"30:35:AD","Apple","Apple, Inc."
23390,"30:35:C5","HuaweiDevice","Huawei Device Co., Ltd."
23391,"30:37:A6","Cisco","Cisco Systems, Inc"
23392,"30:37:B3","HuaweiTechno","Huawei Technologies Co.,Ltd"
23393,"30:38:55","Nokia","Nokia Corporation"
23394,"30:39:26","Sony","Sony Corporation"
23395,"30:39:55","JinhengjiaEl","Shenzhen Jinhengjia Electronic Co., Ltd."
23396,"30:39:A9","HongshanInfo","Hongshan Information Science and Technology (HangZhou) Co.,Ltd."
23397,"30:39:F2","ADBBroadband","ADB Broadband Italia"
23398,"30:3A:4A","eero","eero inc."
23399,"30:3A:64","Intel","Intel Corporate"
23400,"30:3A:BA","GuangzhouBao","Guangzhou BaoLun Electronics Co., Ltd"
23401,"30:3B:49","CiscoMeraki","Cisco Meraki"
23402,"30:3B:7C","Apple","Apple, Inc."
23403,"30:3D:08","GlinttTes","Glintt Tes S.A."
23404,"30:3D:51:00/28","FinkTelecomS","Fink Telecom Services GmbH"
23405,"30:3D:51:10/28","WlinkTechnol","Shenzhen Wlink Technology Co., Ltd."
23406,"30:3D:51:20/28","HarmanConnec","Harman Connected Services Corporation India Pvt. Ltd."
23407,"30:3D:51:30/28","SA","S & A Systems"
23408,"30:3D:51:40/28","DspreadTechn","Dspread Technology (Beijing) Inc."
23409,"30:3D:51:50/28","MediaHubDigi","Media Hub Digital Smart Home Pty Ltd."
23410,"30:3D:51:60/28","AmberLinkNet","Amber-Link Network Technology Co.,Ltd."
23411,"30:3D:51:70/28","DestinyAutom","Destiny Automate Limited"
23412,"30:3D:51:80/28","HeildbaAWTI3","The Heil Co dba AWTI 3rd Eye Cam"
23413,"30:3D:51:90/28","Annapurnalab","Annapurna labs"
23414,"30:3D:51:A0/28","TeraNXTGloba","TeraNXT Global India Pvt Ltd."
23415,"30:3D:51:B0/28","LabmanAutoma","Labman Automation"
23416,"30:3D:51:C0/28","TalkGo","TalkGo, Inc."
23417,"30:3D:51:D0/28","XORUK","XOR UK Corporation Limited"
23418,"30:3D:51:E0/28","Percentcom","Percent.com"
23419,"30:3E:A7","Intel","Intel Corporate"
23420,"30:3E:AD","SonavoxCanad","Sonavox Canada Inc"
23421,"30:3F:5D","PtHanSungEle","Pt Han Sung Electoronics Indonesia"
23422,"30:3F:7B","YOUHUATechno","Shenzhen YOUHUA Technology Co., Ltd"
23423,"30:3F:BB","HewlettPacka","Hewlett Packard Enterprise"
23424,"30:40:74","zte","zte corporation"
23425,"30:41:74","AltecLansing","Altec Lansing Llc"
23426,"30:41:DB","vivoMobileCo","vivo Mobile Communication Co., Ltd."
23427,"30:42:25","BurgWächter","Burg-Wächter Kg"
23428,"30:42:40","zte","zte corporation"
23429,"30:42:A1","ilumisysDBAT","ilumisys Inc. DBA Toggled"
23430,"30:43:D7:00/28","Symes","Symes Sa"
23431,"30:43:D7:10/28","juduopingTec","Shenzhen juduoping Technology Co.,Ltd"
23432,"30:43:D7:20/28","ApolloInfowa","Apollo Infoways Private Limited"
23433,"30:43:D7:30/28","LuxshareElec","Luxshare Electronic Technology (Kunshan) LTD"
23434,"30:43:D7:40/28","FibermeCommu","Fiberme Communications Llc"
23435,"30:43:D7:50/28","MeesHiTech","Shenzhen Mees Hi-Tech Co., Ltd"
23436,"30:43:D7:60/28","SprocommTech","Sprocomm Technologies Co., Ltd.Guangming Branch"
23437,"30:43:D7:70/28","DIGICITITech","DIGICITI Technology Co.,Ltd"
23438,"30:43:D7:80/28","KesuElectron","Kesu (Shanghai) Electronic Technology Co., Ltd"
23439,"30:43:D7:90/28","PKSolutions","PK Solutions LLC"
23440,"30:43:D7:A0/28","Bodhi","Bodhi"
23441,"30:43:D7:B0/28","Motec","Motec GmbH"
23442,"30:43:D7:C0/28","Xiaoniunetwo","Xiaoniu network technology (Shanghai) Co., Ltd."
23443,"30:43:D7:D0/28","Annapurnalab","Annapurna labs"
23444,"30:43:D7:E0/28","HongqinTelec","Guangdong Hongqin Telecom Technology Co. Ltd."
23445,"30:44:49","PLATHSignalP","PLATH Signal Products GmbH & Co. KG"
23446,"30:44:87","HefeiRadioCo","Hefei Radio Communication Technology Co., Ltd"
23447,"30:44:A1","NanchaoInfor","Shanghai Nanchao Information Technology"
23448,"30:45:11","TexasInstrum","Texas Instruments"
23449,"30:45:96","HuaweiTechno","Huawei Technologies Co.,Ltd"
23450,"30:46:9A","Netgear","Netgear"
23451,"30:48:7D","TuyaSmart","Tuya Smart Inc."
23452,"30:49:3B","NanjingZComW","Nanjing Z-Com Wireless Co.,Ltd"
23453,"30:49:50:00/28","GuangzhouLia","Guangzhou Lian-med Technology Co.,Ltd."
23454,"30:49:50:10/28","AtliWorld","Atli World Limited"
23455,"30:49:50:20/28","Sercomm","Sercomm Corporation."
23456,"30:49:50:30/28","MorganSchaff","Morgan Schaffer"
23457,"30:49:50:40/28","AdvancedMicr","Advanced Microwave Engineering Srl"
23458,"30:49:50:50/28","IKElektronik","IK Elektronik GmbH"
23459,"30:49:50:60/28","Curb","Curb, Inc."
23460,"30:49:50:70/28","iTGrobot","Shenzhen iTG robot Co.,Ltd."
23461,"30:49:50:80/28","Ldrobot","Shenzhen Ldrobot Co., Ltd."
23462,"30:49:50:90/28","gatangtechno","Shanghai gatang technology CO.,LTD"
23463,"30:49:50:A0/28","Illucere","Illucere Srl"
23464,"30:49:50:B0/28","EvTech","Hangzhou Ev-Tech Co.,Ltd"
23465,"30:49:50:C0/28","Anacove","Anacove LLC"
23466,"30:49:50:D0/28","MerlynMind","Merlyn Mind, Inc."
23467,"30:49:50:E0/28","IoTmaxx","IoTmaxx GmbH"
23468,"30:49:9E","HuaweiTechno","Huawei Technologies Co.,Ltd"
23469,"30:4A:26","TrolinkTechn","Shenzhen Trolink Technology CO, LTD"
23470,"30:4A:C4","BarrotTechno","Barrot Technology Co.,LTD"
23471,"30:4B:07","MotorolaMobi","Motorola Mobility LLC, a Lenovo Company"
23472,"30:4C:7E","PanasonicEle","Panasonic Electric Works Automation Controls Techno Co.,Ltd."
23473,"30:4D:1F","AmazonTechno","Amazon Technologies Inc."
23474,"30:4E:1B","HuaweiDevice","Huawei Device Co., Ltd."
23475,"30:4E:C3","TianjinTechu","Tianjin Techua Technology Co., Ltd."
23476,"30:4F:00","OppoMobileTe","Guangdong Oppo Mobile Telecommunications Corp.,Ltd"
23477,"30:4F:75","ZhoneTechnol","Zhone Technologies, Inc."
23478,"30:50:75","GNAudio","GN Audio A/S"
23479,"30:50:CE","XiaomiCommun","Xiaomi Communications Co Ltd"
23480,"30:50:F1","Ennoconn","Ennoconn Corporation."
23481,"30:50:FD","SkyworthDigi","Skyworth Digital Technology(Shenzhen) Co.,Ltd"
23482,"30:51:F8","BYKGardner","BYK-Gardner GmbH"
23483,"30:52:23","GDMideaAirCo","GD Midea Air-Conditioning Equipment Co.,Ltd."
23484,"30:52:53","BuildJet","BuildJet, Inc."
23485,"30:52:5A","NST","NST Co., LTD"
23486,"30:52:CB","LiteonTechno","Liteon Technology Corporation"
23487,"30:53:5B","ComnectTechn","Shenzhen Comnect Technology Co.,LTD"
23488,"30:53:C1","Cresyn","Cresyn"
23489,"30:55:ED","TrexNetwork","Trex Network LLC"
23490,"30:56:0F","GIGABYTETECH","GIGA-BYTE TECHNOLOGY CO. , Ltd."
23491,"30:56:84","YunjiIntelli","Shenzhen Yunji Intelligent Technology Co.,Ltd"
23492,"30:56:96","Infinixmobil","Infinix mobility limited"
23493,"30:57:14","Apple","Apple, Inc."
23494,"30:57:8E","eero","eero inc."
23495,"30:57:AC","Irlab","Irlab Ltd."
23496,"30:58:90","FrontierSili","Frontier Silicon Ltd"
23497,"30:58:EB","zte","zte corporation"
23498,"30:59:5B","streamnow","streamnow AG"
23499,"30:59:B7","Microsoft","Microsoft"
23500,"30:5A:3A","ASUSTekCOMPU","ASUSTek COMPUTER INC."
23501,"30:5A:99","SichuanTiany","Sichuan Tianyi Comheart Telecom Co.,LTD"
23502,"30:5D:38","Beissbarth","Beissbarth"
23503,"30:5D:A6","ADVALYSYSTEM","ADVALY SYSTEM Inc."
23504,"30:5F:77","NewH3CTechno","New H3C Technologies Co., Ltd"
23505,"30:60:0A","CigShanghai","Cig Shanghai Co Ltd"
23506,"30:60:23","Commscope","Commscope"
23507,"30:61:12","PAV","PAV GmbH"
23508,"30:61:18","Paradom","Paradom Inc."
23509,"30:61:A2","HuaweiTechno","Huawei Technologies Co.,Ltd"
23510,"30:63:6B","Apple","Apple, Inc."
23511,"30:63:71","ShenzhenshiX","Shenzhenshi Xinzhongxin Technology Co.Ltd"
23512,"30:63:CF","ZhejiangCain","Zhejiang Cainiao Supply Chain Management Co., Ltd"
23513,"30:63:EA","JuniperNetwo","Juniper Networks"
23514,"30:65:EC","Wistron","Wistron (ChongQing)"
23515,"30:66:D0","HuaweiDevice","Huawei Device Co., Ltd."
23516,"30:67:A1","SagemcomBroa","Sagemcom Broadband SAS"
23517,"30:68:8C","ReachTechnol","Reach Technology Inc."
23518,"30:68:93","TPLink","TP-Link Systems Inc."
23519,"30:69:4B","Rim","Rim"
23520,"30:6A:85","SamsungElect","Samsung Electronics Co.,Ltd"
23521,"30:6C:BE","SkymotionTec","Skymotion Technology (HK) Limited"
23522,"30:6D:34","WuQiTechnolo","Wu Qi Technologies,Inc."
23523,"30:6D:F9","OppoMobileTe","Guangdong Oppo Mobile Telecommunications Corp.,Ltd"
23524,"30:6E:5C","ValidusTechn","Validus Technologies"
23525,"30:6F:07","NationsTechn","Nations Technologies Inc."
23526,"30:71:B2","PrevailOptoe","Hangzhou Prevail Optoelectronic Equipment Co.,LTD."
23527,"30:73:50","Inpeco","Inpeco SA"
23528,"30:74:67","SamsungElect","Samsung Electronics Co.,Ltd"
23529,"30:74:96","HuaweiTechno","Huawei Technologies Co.,Ltd"
23530,"30:75:12","Sony","Sony Corporation"
23531,"30:76:6F","LGElectronic","LG Electronics (Mobile Communications)"
23532,"30:76:F5","Espressif","Espressif Inc."
23533,"30:77:CB","MaikeIndustr","Maike Industry(Shenzhen)CO.,LTD"
23534,"30:77:DF","Terex","Terex Corporation"
23535,"30:78:5C","PartowTamasN","Partow Tamas Novin (Parman)"
23536,"30:78:6B","TIANJINGolde","TIANJIN Golden Pentagon Electronics Co., Ltd."
23537,"30:78:C2","Innowireless","Innowireless / QUCELL Networks"
23538,"30:78:D3","VirgilantTec","Virgilant Technologies Ltd."
23539,"30:7A:05","HuaweiTechno","Huawei Technologies Co.,Ltd"
23540,"30:7A:57","Accuenergy","Accuenergy (CANADA) Inc"
23541,"30:7A:D2","Apple","Apple, Inc."
23542,"30:7B:AC","NewH3CTechno","New H3C Technologies Co., Ltd"
23543,"30:7B:C9","BilianElectr","Shenzhen Bilian Electronic Co.，Ltd"
23544,"30:7C:30","Rim","Rim"
23545,"30:7C:4A","HuaweiDevice","Huawei Device Co., Ltd."
23546,"30:7C:5E","JuniperNetwo","Juniper Networks"
23547,"30:7C:B2","AnovFrance","Anov France"
23548,"30:7E:CB","Sfr","Sfr"
23549,"30:7F:10","OppoMobileTe","Guangdong Oppo Mobile Telecommunications Corp.,Ltd"
23550,"30:80:9B","NewH3CTechno","New H3C Technologies Co., Ltd"
23551,"30:82:16","Apple","Apple, Inc."
23552,"30:83:6B","SteeRetail","SteeRetail Co.,Ltd."
23553,"30:83:98","Espressif","Espressif Inc."
23554,"30:83:D2","MotorolaMobi","Motorola Mobility LLC, a Lenovo Company"
23555,"30:84:54","OppoMobileTe","Guangdong Oppo Mobile Telecommunications Corp.,Ltd"
23556,"30:85:A9","ASUSTekCOMPU","ASUSTek COMPUTER INC."
23557,"30:85:EB","FiberhomeTel","Fiberhome Telecommunication Technologies Co.,LTD"
23558,"30:86:2D","AristaNetwor","Arista Network, Inc."
23559,"30:86:F1","FiberhomeTel","Fiberhome Telecommunication Technologies Co.,LTD"
23560,"30:87:30","HuaweiTechno","Huawei Technologies Co.,Ltd"
23561,"30:87:D9","RuckusWirele","Ruckus Wireless"
23562,"30:88:41","SichuanAILin","Sichuan AI-Link Technology Co., Ltd."
23563,"30:89:44","DEVABroadcas","DEVA Broadcast Ltd."
23564,"30:89:4A","Intel","Intel Corporate"
23565,"30:89:76","DalianLambaT","Dalian Lamba Technology Co.,Ltd"
23566,"30:89:99","EastPower","Guangdong East Power Co.,"
23567,"30:89:A6","HuaweiTechno","Huawei Technologies Co.,Ltd"
23568,"30:89:D3","HongkongUclo","Hongkong Ucloudlink Network Technology Limited"
23569,"30:89:EC","Nintendo","Nintendo Co.,Ltd"
23570,"30:8A:F7","HuaweiDevice","Huawei Device Co., Ltd."
23571,"30:8B:23","Annapurnalab","Annapurna labs"
23572,"30:8B:B2","Cisco","Cisco Systems, Inc"
23573,"30:8C:FB","Dropcam","Dropcam"
23574,"30:8D:99","HewlettPacka","Hewlett Packard"
23575,"30:8D:D4","HuaweiTechno","Huawei Technologies Co.,Ltd"
23576,"30:8E:7A","iCommSemicon","Shenzhen iComm Semiconductor CO.,LTD"
23577,"30:8E:CF","HuaweiTechno","Huawei Technologies Co.,Ltd"
23578,"30:90:48","Apple","Apple, Inc."
23579,"30:90:AB","Apple","Apple, Inc."
23580,"30:91:76","SkyworthDigi","Skyworth Digital Technology(Shenzhen) Co.,Ltd"
23581,"30:91:8F","VantivaTechn","Vantiva Technologies Belgium"
23582,"30:92:F6","SunmonCommun","Shanghai Sunmon Communication Technogy Co.,Ltd"
23583,"30:93:BC","SagemcomBroa","Sagemcom Broadband SAS"
23584,"30:94:35","vivoMobileCo","vivo Mobile Communication Co., Ltd."
23585,"30:95:87","HunanFnLinkT","Hunan Fn-Link Technology Limited"
23586,"30:95:E3","Simcom","Shanghai Simcom Limited"
23587,"30:96:10","HuaweiDevice","Huawei Device Co., Ltd."
23588,"30:96:3B","HuaweiDevice","Huawei Device Co., Ltd."
23589,"30:96:FB","SamsungElect","Samsung Electronics Co.,Ltd"
23590,"30:99:35","zte","zte corporation"
23591,"30:9B:AD","BbkEducation","Bbk Educational Electronics Corp.,Ltd."
23592,"30:9C:23","MicroStarINT","Micro-Star INTL CO., LTD."
23593,"30:9E:1D","Ohsung","Ohsung"
23594,"30:9E:62","HuaweiTechno","Huawei Technologies Co.,Ltd"
23595,"30:9F:FB","ArdomusNetwo","Ardomus Networks Corporation"
23596,"30:A0:23","RockPath","Rock Path S.R.L"
23597,"30:A0:33","Apple","Apple, Inc."
23598,"30:A1:76","FiberhomeTel","Fiberhome Telecommunication Technologies Co.,LTD"
23599,"30:A1:FA","HuaweiTechno","Huawei Technologies Co.,Ltd"
23600,"30:A2:20","ARGTelecom","ARG Telecom"
23601,"30:A2:43","PrifoxInnova","Shenzhen Prifox Innovation Technology Co., Ltd."
23602,"30:A2:C2","HuaweiDevice","Huawei Device Co., Ltd."
23603,"30:A3:0F","HuaweiTechno","Huawei Technologies Co.,Ltd"
23604,"30:A3:B5","JiangsuBestT","Jiangsu Best Tone Information Service Co., Ltd"
23605,"30:A4:52","ArrivalEleme","Arrival Elements BV"
23606,"30:A6:12","HugsunTechno","ShenZhen Hugsun Technology Co.,Ltd."
23607,"30:A7:71","JiangSuFulia","Jiang Su Fulian Communication Technology Co.,Ltd"
23608,"30:A8:89","DecimatorDes","Decimator Design"
23609,"30:A8:DB","Sony","Sony Corporation"
23610,"30:A9:98","HuaweiDevice","Huawei Device Co., Ltd."
23611,"30:A9:DE","LGInnotek","LG Innotek"
23612,"30:AA:BD","ReallytekInf","Shanghai Reallytek Information Technology Co.,Ltd"
23613,"30:AA:E4","HuaweiDevice","Huawei Device Co., Ltd."
23614,"30:AB:6A","SamsungElect","Samsung Electro-Mechanics(Thailand)"
23615,"30:AC:ED","PacketCleari","Packet Clearing House"
23616,"30:AE:7B","DeqingDusunE","Deqing Dusun Electron CO., LTD"
23617,"30:AE:A4","Espressif","Espressif Inc."
23618,"30:AE:F6","RadioMobileA","Radio Mobile Access"
23619,"30:AF:7E","TexasInstrum","Texas Instruments"
23620,"30:AF:CE","vivoMobileCo","vivo Mobile Communication Co., Ltd."
23621,"30:B0:37","NewH3CTechno","New H3C Technologies Co., Ltd"
23622,"30:B0:EA","ChuangxinInt","Shenzhen Chuangxin Internet Communication Technology Co., Ltd"
23623,"30:B1:64","PowerElectro","Power Electronics International Inc."
